Idx,Book,Ref.,KJB Verse,KJB Word,Original,Transliteration,Definition
"569","1Ki","1Ki 15:24","And Asa slept **with his fathers[H1]**, and was buried **with his fathers[H1]** in the city of David **his father[H1]**: and Jehoshaphat his son reigned","with his fathers, with his fathers, his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"570","1Ki","1Ki 15:26","And he did evil in the sight of the LORD, and walked in the way **of his father[H1]**, and in his sin wherewith he made Israel to sin","of his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"571","1Ki","1Ki 16:6","So Baasha slept **with his fathers[H1]**, and was buried in Tirzah: and Elah his son reigned","with his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"572","1Ki","1Ki 16:28","So Omri slept **with his fathers[H1]**, and was buried in Samaria: and Ahab his son reigned","with his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"573","1Ki","1Ki 18:18","And he answered, I have not troubled Israel; **but thou, and thy father's[H1]** house, in that ye have forsaken the commandments of the LORD, and thou hast followed Baalim","but thou and thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"574","1Ki","1Ki 19:4","¶ But he himself went a day's journey into the wilderness, and came and sat down under a juniper tree: and he requested for himself that he might die; and said, It is enough; now, O LORD, take away my life; for I am not better **than my fathers[H1]**","than my fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"575","1Ki","1Ki 19:20","And he left the oxen, and ran after Elijah, and said, Let me, I pray thee, kiss **my father[H1]** and my mother, and then I will follow thee. And he said unto him, Go back again: for what have I done","my father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"576","1Ki","1Ki 20:34","And Ben-hadad said unto him, The cities, **which my father[H1]** took **from thy father[H1]**, I will restore; and thou shalt make streets for thee in Damascus, **as my father[H1]** made in Samaria. Then said Ahab, I will send thee away with this covenant. So he made a covenant with him, and sent him away","which my father, from thy father, as my father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"577","1Ki","1Ki 21:3","And Naboth said to Ahab, The LORD forbid it me, that I should give the inheritance **of my fathers[H1]**","of my fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"578","1Ki","1Ki 21:4","And Ahab came into his house heavy and displeased because of the word which Naboth the Jezreelite had spoken to him: for he had said, I will not give thee the inheritance **of my fathers[H1]**. And he laid him down upon his bed, and turned away his face, and would eat no bread","of my fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"579","1Ki","1Ki 22:40","So Ahab slept **with his fathers[H1]**; and Ahaziah his son reigned","with his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"580","1Ki","1Ki 22:43","And he walked in all the ways of Asa **his father[H1]**; he turned not aside from it, doing that which was right in the eyes of the LORD: nevertheless the high places were not taken away; for the people offered and burnt incense yet in the high places","his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"581","1Ki","1Ki 22:46","And the remnant of the sodomites, which remained in the days **of his father[H1]** Asa, he took out of the land","of his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"582","1Ki","1Ki 22:50","¶ And Jehoshaphat slept **with his fathers[H1]**, and was buried **with his fathers[H1]** in the city of David **his father[H1]**: and Jehoram his son reigned","with his fathers, with his fathers, his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"583","1Ki","1Ki 22:52","And he did evil in the sight of the LORD, and walked in the way **of his father[H1]**, and in the way of his mother, and in the way of Jeroboam the son of Nebat, who made Israel to sin","of his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"584","1Ki","1Ki 22:53","For he served Baal, and worshipped him, and provoked to anger the LORD God of Israel, **according to all that his father[H1]** had done","according to all that his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"585","2Ki","2Ki 2:12","¶ And Elisha saw it, and he cried, **My father[H1]**, **my father[H1]**, the chariot of Israel, and the horsemen thereof. And he saw him no more: and he took hold of his own clothes, and rent them in two pieces","My father, my father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"586","2Ki","2Ki 3:2","And he wrought evil in the sight of the LORD; **but not like his father[H1]**, and like his mother: for he put away the image of Baal **that his father[H1]** had made","but not like his father, that his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"587","2Ki","2Ki 3:13","And Elisha said unto the king of Israel, What have I to do with thee? get thee to the prophets **of thy father[H1]**, and to the prophets of thy mother. And the king of Israel said unto him, Nay: for the LORD hath called these three kings together, to deliver them into the hand of Moab","of thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"588","2Ki","2Ki 4:18","¶ And when the child was grown, it fell on a day, that he went out **to his father[H1]** to the reapers","to his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"589","2Ki","2Ki 4:19","And he said **unto his father[H1]**, My head, my head. And he said to a lad, Carry him to his mother","unto his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"590","2Ki","2Ki 5:13","And his servants came near, and spake unto him, and said, **My father[H1]**, if the prophet had bid thee do some great thing, wouldest thou not have done it? how much rather then, when he saith to thee, Wash, and be clean","My father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"591","2Ki","2Ki 6:21","And the king of Israel said unto Elisha, when he saw **them, My father[H1]**, shall I smite them? shall I smite","them My father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"592","2Ki","2Ki 8:24","And Joram slept **with his fathers[H1]**, and was buried **with his fathers[H1]** in the city of David: and Ahaziah his son reigned","with his fathers, with his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"593","2Ki","2Ki 9:25","Then said Jehu to Bidkar his captain, Take up, and cast him in the portion of the field of Naboth the Jezreelite: for remember how that, when I and thou rode together after Ahab **his father[H1]**, the LORD laid this burden","his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
